,date,retail and recreation,grocery and pharmacy,parks,transit,workplaces,residential,sub region
246,1/31/2021,-16.58064516,48.12903226,2.806451613,-17.0,-10.64516129,14.61290323,Alappuzha
247,1/31/2021,-29.0,16.41935484,-1.032258065,-26.06451613,-21.48387097,15.41935484,Ernakulam
248,1/31/2021,-21.41935484,12.51612903,-26.77419355,-8.451612903,-9.451612903,14.0,Idukki
249,1/31/2021,-24.22580645,33.29032258,24.22580645,-23.35483871,-9.129032258,13.70967742,Kannur
250,1/31/2021,-24.77419355,13.90322581,39.19354839,-16.19354839,-10.61290323,10.77419355,Kasaragod
251,1/31/2021,-16.96774194,34.32258065,-16.06451613,-18.77419355,-11.61290323,13.48387097,Kollam
252,1/31/2021,-27.41935484,31.48387097,22.03225806,-23.4516129,-16.64516129,15.67741935,Kottayam
253,1/31/2021,-24.83870968,29.22580645,40.16129032,-19.09677419,-15.19354839,14.61290323,Kozhikode
254,1/31/2021,,,-63.4516129,12.19354839,-0.806451613,,Mahe
255,1/31/2021,-12.38709677,53.48387097,14.51612903,-8.032258065,-7.967741935,10.0,Malappuram
256,1/31/2021,-24.74193548,46.06451613,43.87096774,-15.64516129,-9.0,14.77419355,Palakkad
257,1/31/2021,-18.48387097,29.51612903,21.03225806,-28.32258065,-7.838709677,12.64516129,Pathanamthitta
